type,salary,title,street,city,country_code,address_text,marker_icon,workplace_type,company_name,company_url,company_size,experience_level,latitude,longitude,published_at,remote_interview,id,company_logo_url,remote,skill0,level0,skill1,level1,skill2,level2
permanent,19762,Senior Software Engineer (Capital),-,Kraków,PL,"-, Kraków",python,remote,Affirm,https://www.affirm.com/,1750,mid,50.0646501,19.9449799,2022-01-07T12:00:23.475Z,true,affirm-senior-software-engineer-capital-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/60103ed1befc4e12f98b06dff1531f23b87531e0.jpg?1638533411,true,AWS,1,React,1,Spark,1
b2b,29000,Senior iOS Engineer - Remote,Miramar Road,San Diego,US,"Miramar Road, San Diego",mobile,remote,Housecall Pro,https://www.housecallpro.com/,480,senior,32.8817827,-117.1566169,2022-01-07T12:00:23.475Z,true,housecall-pro-senior-ios-engineer-remote-7a48fd2e-887f-43e5-878f-ac15cbf2c021,https://bucket.justjoin.it/offers/company_logos/thumb/2ef6540eec783b7e4014099e6d26b3aa1114b0b0.jpeg?1624376978,true,Mobile,4,English,4,Swift,4
b2b,14500,PHP Software Engineer,Centrum,Warszawa,PL,"Centrum, Warszawa",php,partly_remote,VOLT | Open Banking Payments,https://www.volt.io/,50+,mid,52.2293754,21.0131961,2022-01-07T12:00:23.475Z,true,volt-open-banking-payments-php-software-engineer-faaeb0b7-deaf-4573-ae0b-5a8270707f05,https://bucket.justjoin.it/offers/company_logos/thumb/cae607a069598a79e072c3046b163c9c7bd52332.png?1626167241,false,OOP,3,PHP 7.4 and 8,3,Symfony 5+,3
b2b,14000,Java Developer,Sierakowska 36,Poznań,PL,"Sierakowska 36, Poznań",java,remote,BinarApps,https://binarapps.com/,100+,mid,52.4064476,16.8805706,2022-01-07T12:00:23.475Z,true,binarapps-java-developer-a62e55e3-e5b9-494b-93d4-230c461c740b,https://bucket.justjoin.it/offers/company_logos/thumb/d532fbe7738af513dd62d5eb35db971c52e09844.png?1638792298,true,REST API,4,Spring Boot,4,Java,4
permanent,50000,Full Stack Engineer,Centrum,San Francisco,US,"Centrum, San Francisco",ruby,remote,Modern Treasury,https://www.moderntreasury.com/,10+,mid,37.7841178,-122.4063857,2022-01-07T12:00:23.475Z,false,modern-treasury-full-stack-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/5153aa5699f8b670b045816ff48fe9b6fee05073.jpg?1636370702,true,React,3,Ruby on Rails,3,SQL,3
b2b,12500,Penetration Tester,Centrum,Poznań,PL,"Centrum, Poznań",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,52.4093634,16.9317991,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-poznan,https://bucket.justjoin.it/offers/company_logos/thumb/431e1a55c714526a70081b7997ed6aa9361779e2.png?1640692452,true,Linux,2,ISO/OSI,3,Pentesting,3
permanent,22500,Typescript/React expert (+3 years),Centrum,Leuven,BE,"Centrum, Leuven",javascript,remote,Prezly,https://www.prezly.com/,10+,senior,50.8802224,4.6975974,2022-01-07T12:00:23.475Z,false,prezly-typescript-react-expert-3-years,https://bucket.justjoin.it/offers/company_logos/thumb/444aac46dfb711eec620357235c7b3fcea1bfc86.jpg?1636371213,true,TypeScript,4,React,4,,
b2b,18500,JavaScript Developer,Antoniego Abrahama 37/10,Gdynia,PL,"Antoniego Abrahama 37/10, Gdynia",javascript,remote,BinarApps sp. z o.o.,https://binarapps.com/,100+,senior,54.518041,18.540845,2022-01-07T12:00:23.475Z,true,binarapps-sp-z-o-o-javascript-developer-9e1cdfa3-768c-4afe-a314-c85c60217f75,https://bucket.justjoin.it/offers/company_logos/thumb/9d76f55e94846c31dbba70cfb1d2be1186d99152.png?1638792416,true,ES6+,4,English,4,React or/and Angular,5
b2b,12500,Penetration Tester,Centrum,Toruń,PL,"Centrum, Toruń",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,53.0096709,18.610399,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-torun,https://bucket.justjoin.it/offers/company_logos/thumb/80aad134c02c7378d9e4795cc2ae0c47ac2bc09e.png?1640692594,true,Linux,2,ISO/OSI,3,Pentesting,3
b2b,22000,Senior React Native Developer,Na Zjeździe,Kraków,PL,"Na Zjeździe, Kraków",mobile,remote,Codete,https://codete.com/,200+,senior,50.0469986,19.955063,2022-01-07T12:00:23.475Z,true,codete-senior-react-native-developer,https://bucket.justjoin.it/offers/company_logos/thumb/8c288352c02c239741c5c559343dfa6d266051fc.png?1639482966,true,English,4,Mobile Development,5,React Native,5
b2b,12500,Penetration Tester,Centrum,Gdynia,PL,"Centrum, Gdynia",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,54.5195232,18.5348,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-gdynia,https://bucket.justjoin.it/offers/company_logos/thumb/a401c806f85e11b608ec63c21198327553db65dd.png?1640692516,true,Linux,2,ISO/OSI,3,Pentesting,3
b2b,12000,PHP / Laravel Developer (zdalnie),Rynek,Wrocław,PL,"Rynek, Wrocław",php,remote,Aurero,https://aurero.com/,40+,mid,51.1106992,17.0323662,2022-01-07T12:00:23.475Z,true,aurero-php-laravel-developer-zdalnie-2d50b970-3a87-4cda-abb7-6407a9dbc60c,https://bucket.justjoin.it/offers/company_logos/thumb/83910fdb354073fd9ec0a92f19f9fed823d437df.png?1641209108,true,Git,3,Laravel,3,PHP,3
b2b,13000,Senior UX Researcher,Ogrodowa 58,Warszawa,PL,"Ogrodowa 58, Warszawa",ux,remote,XTB,https://www.xtb.com/pl,250+,senior,52.2374764,20.9831215,2022-01-07T12:00:23.475Z,true,xtb-senior-ux-researcher-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/eed0d3fde505b5f7cbbf0a650c4b36006a005b8d.jpg?1633078939,true,Firebase,4,Google Analytics,4,HotJar,4
b2b,19500,Senior iOS Developer,Centrum,Rzeszów,PL,"Centrum, Rzeszów",mobile,remote,Future Mind,https://www.futuremind.com/,100+,senior,50.0419096,21.9980937,2022-01-07T12:00:23.475Z,true,future-mind-senior-ios-developer-rzeszow,https://bucket.justjoin.it/offers/company_logos/thumb/84cb939c19f4281ca07067af66aa8ff36c43b114.jpg?1638444038,true,MVVM,4,Swift,4,,
b2b,16250,Mid/Senior Flutter Developer,Na Zjeździe,Kraków,PL,"Na Zjeździe, Kraków",mobile,remote,Codete,https://codete.com/,200+,mid,50.0469986,19.955063,2022-01-07T12:00:23.475Z,true,codete-mid-senior-flutter-developer,https://bucket.justjoin.it/offers/company_logos/thumb/88a3aa5aa2bd5e9a5f2cffdcb53f5639c07816b1.png?1639483801,true,Flutter,3,English,4,Mobile Development,4
permanent,18000,Mid/Senior React Frontend Developer,Szczytnicka,Wrocław,PL,"Szczytnicka, Wrocław",javascript,partly_remote,Heimstaden,https://corporate.heimstaden.com/home/default.aspx,40,mid,51.1134593,17.0533614,2022-01-07T12:00:23.475Z,true,heimstaden-mid-senior-react-frontend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/315b3fe9b973221a579bed34953a7465bc63e0fe.png?1636633627,false,JavaScript,3,TypeScript,3,React,3
permanent,11500,Analityk systemowo-biznesowy,Plac Unii Lubelskiej,Warszawa,PL,"Plac Unii Lubelskiej, Warszawa",analytics,remote,ING Bank Śląski,https://www.ing.pl,8500,mid,52.2133951,21.021817,2022-01-07T12:00:23.475Z,true,ing-bank-slaski-analityk-systemowo-biznesowy,https://bucket.justjoin.it/offers/company_logos/thumb/f6605a6b214d841e9fef96c4f6e52f0913572138.png?1628691315,true,BPMN,2,Enterprise Architect,3,UML,3
b2b,14500,Angular/ React Developer,Stablewskiego 47/12,Poznań,PL,"Stablewskiego 47/12, Poznań",javascript,remote,Mood Up Team,http://www.moodup.team,41-50,mid,52.3934646,16.8928908,2022-01-07T12:00:23.475Z,false,mood-up-team-angular-react-developer,https://bucket.justjoin.it/offers/company_logos/thumb/005833f4643130ff8190faeb81a9db6149a33e35.jpg?1635496149,true,React,3,JavaScript,3,English,4
b2b,26000,Software Development Manager,ul. Lęborska 3b,Gdańsk,PL,"ul. Lęborska 3b, Gdańsk",javascript,partly_remote,Just Join IT,https://justjoin.it/,130+,senior,54.4046776,18.5762206,2022-01-07T12:00:23.475Z,true,just-join-it-team-leader-software-development,https://bucket.justjoin.it/offers/company_logos/thumb/04180a2a7106310c608f4ec825675e21eae5adf3.png?1631282778,false,TypeScript,4,Next.js,4,React,4
permanent,10500,Backend Ruby on Rails Developer,Aleje Jerozolimskie 142B,Warszawa,PL,"Aleje Jerozolimskie 142B, Warszawa",ruby,remote,mfind (punkta),https://www.mfind.pl/,60,mid,52.218995,20.966843,2022-01-07T12:00:23.475Z,true,mfind-backend-ruby-on-rails-developer,https://bucket.justjoin.it/offers/company_logos/thumb/d4c4c3eb62e3cc118a2b8aeab5410219dcf0905e.png?1614595934,true,Ruby,4,Ruby on Rails,4,Git,4
permanent,17500,Full-stack Engineer,Zabłocie 43A,Kraków,PL,"Zabłocie 43A, Kraków",go,remote,BRAINLY,https://brainly.com/careers/jobs.html,350+,mid,50.0492467,19.9654893,2022-01-07T12:00:23.475Z,true,brainly-full-stack-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/b32c9cd7da060114d7ce7a585019c5dacf998775.jpg?1624877857,true,CRM,3,OOP,4,Databases,4
b2b,29000,Senior Android Engineer - Remote,Miramar Road,San Diego,US,"Miramar Road, San Diego",mobile,remote,Housecall Pro,https://www.housecallpro.com/,480,senior,32.8817827,-117.1566169,2022-01-07T12:00:23.475Z,true,housecall-pro-senior-android-engineer-remote,https://bucket.justjoin.it/offers/company_logos/thumb/65331d781cef618e82e0f5dda69ec8a4c90b823f.jpeg?1624464031,true,Kotlin,4,Android SDK,4,Android,4
mandate_contract,11000,PHP developer,-,Śląsk,PL,"-, Śląsk",php,remote,Toro Performance,https://toro-performance.com/pl/,10,mid,50.5716595,19.3219768,2022-01-07T12:00:23.475Z,true,toro-performance-php-developer,https://bucket.justjoin.it/offers/company_logos/thumb/38d6d18b0b0eea31f13f8442eb192d5ae9cfdba9.png?1638445488,true,ReactJS,3,Laravel,3,Symfony,3
b2b,11500,Ruby on Rails Developer,Sierakowska 36,Poznań,PL,"Sierakowska 36, Poznań",ruby,remote,BinarApps,https://binarapps.com/,100+,mid,52.4064476,16.8805706,2022-01-07T12:00:23.475Z,true,binarapps-ruby-on-rails-developer-d563d692-4f58-439b-93b6-ba140005da49,https://bucket.justjoin.it/offers/company_logos/thumb/162046a29ea6a202a887cdde2810fb3663507b4e.png?1638792191,true,Git,3,English,4,Ruby on Rails,4
permanent,56668,Infrastructure Engineer,Centrum,San Francisco,US,"Centrum, San Francisco",python,remote,Mutiny,https://www.mutinyhq.com/,10+,senior,37.7841178,-122.4063857,2022-01-07T12:00:23.475Z,false,mutiny-infrastructure-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/f20350c004da7f51edd8c100a6662a9b61c58576.png?1637234441,true,Scala,5,Ruby,5,Python,5
b2b,17220,Senior Frontend Developer,Armii Krajowej 25,Kraków,PL,"Armii Krajowej 25, Kraków",javascript,partly_remote,Unity Group ,https://www.unity.pl/,300+,senior,50.0710019,19.8919626,2022-01-07T12:00:23.475Z,true,unity-group-senior-frontend-developer-21d5b2a7-aa5d-4e57-9166-dd9f9a5cb962,https://bucket.justjoin.it/offers/company_logos/thumb/8b2cf4892f6f3c9df9b88385638c1c83cbeb6ac1.jpg?1639999988,false,Docker,3,Varnish,3,Redux,3
b2b,23000,Senior .NET Developer,Rynek Główny 8,Kraków,PL,"Rynek Główny 8, Kraków",net,remote,Digital Colliers,https://www.digitalcolliers.com/,50-200,senior,50.060806,19.9381789,2022-01-07T12:00:23.475Z,true,digital-colliers-senior-net-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/f6690c929840847ac21a779541aeb9434cd7c71a.jpg?1640001827,true,C#,3,.NET Core,4,TDD,5
b2b,13500,Frontend Developer,Żeligowskiego 8/10,Łódź,PL,"Żeligowskiego 8/10, Łódź",javascript,remote,Frontend House,https://frontendhouse.com,60-70,mid,51.7719581,19.4382993,2022-01-07T12:00:23.475Z,true,frontend-house-frontend-developer-lodz,https://bucket.justjoin.it/offers/company_logos/thumb/1eae5d8fe7a1230b013aa20d991f45ab80a97879.jpg?1625563620,true,English,3,React,3,JavaScript,3
b2b,9000,Junior Software .NET Developer,Centrum,Wadowice,PL,"Centrum, Wadowice",net,partly_remote,XDEFT,http://www.xdeft.pl,18,junior,49.8857011,19.4944064,2022-01-07T12:00:23.475Z,false,xdeft-junior-software-net-developer-wadowice,https://bucket.justjoin.it/offers/company_logos/thumb/7f6767cd7c59371b02dd64dd3f6644d746dffe7b.jpg?1639483980,false,.Net,2,Git,2,C#,2
permanent,28332,Backend Developer,Centrum,Londyn,GB,"Centrum, Londyn",javascript,remote,Tahora,https://www.tahora.com/,10+,senior,51.512981,-0.303368,2022-01-07T12:00:23.475Z,false,tahora-backend-developer,https://bucket.justjoin.it/offers/company_logos/thumb/638ec2a98983bff6644f861bec0aea8cc0983da3.png?1637234762,true,JavaScript,4,Amazon Web Services,4,TypeScript,4
b2b,21750,Python Software Engineer in Security,Krańcowa 5,Warszawa,PL,"Krańcowa 5, Warszawa",python,remote,Codilime,https://www.codilime.com/careers/,200+,senior,52.2026196,20.9277622,2022-01-07T12:00:23.475Z,true,codilime-python-software-engineer-in-security,https://bucket.justjoin.it/offers/company_logos/thumb/4e76bcb3d7c3a8c94f256d79016b85fa89457e2c.png?1639742588,true,Network,4,Linux,4,Docker,4
b2b,19000,FrontEnd React Developer,Centrum,Warszawa,PL,"Centrum, Warszawa",javascript,remote,Play Magnus,https://www.playmagnusgroup.com,100+,mid,52.2302091,21.0113922,2022-01-07T12:00:23.475Z,true,play-magnus-frontend-react-developer-opole,https://bucket.justjoin.it/offers/company_logos/thumb/af845e1c7023ae2cd1c5368b9d6853d12dba1274.png?1638182865,true,HTML5,3,JavaScript,4,ReactJS,4
b2b,14000,Frontend Developer (React),Plac Powstańców Śląskich 1/7,Wrocław,PL,"Plac Powstańców Śląskich 1/7, Wrocław",javascript,remote,Global4net,https://global4net.com,80+,senior,51.0913422,17.0168822,2022-01-07T12:00:23.475Z,true,global4net-frontend-developer-react,https://bucket.justjoin.it/offers/company_logos/thumb/4b17845ed0644c060332be77f0ba87935d28ea30.png?1614772416,true,HTML,4,React Native,4,React,4
b2b,11500,Ruby on Rails Developer,Antoniego Abrahama 37/10,Gdynia,PL,"Antoniego Abrahama 37/10, Gdynia",ruby,remote,BinarApps,https://binarapps.com/,100+,mid,54.518041,18.540845,2022-01-07T12:00:23.475Z,true,binarapps-ruby-on-rails-developer-56ece1bf-109e-4d45-bc66-c82dd95317b3,https://bucket.justjoin.it/offers/company_logos/thumb/bc881b7ad08e66ffe39f63f2a6ef1e2bfe43d6b9.png?1638792168,true,Git,3,English,4,Ruby on Rails,4
permanent,13750,Software Engineer (Back-End/Full Stack),"Zabłocie, 43A",Kraków,PL,"Zabłocie, 43A, Kraków",python,remote,BRAINLY,https://brainly.com/careers/jobs.html,350+,mid,50.0646501,19.9449799,2022-01-07T12:00:23.475Z,true,brainly-software-engineer-back-end-full-stack,https://bucket.justjoin.it/offers/company_logos/thumb/fd353f52d7c3561d593a068f0c0a2fa3a639c899.jpg?1640259287,true,AWS,3,TDD,4,English,4
b2b,21000,Java Developer,"Zabrska, 16/3",Katowice,PL,"Zabrska, 16/3, Katowice",java,remote,Scalo,https://www.scalosoft.com,400+,mid,50.2623869,19.012427,2022-01-07T12:00:23.475Z,false,scalo-java-developer-f0717515-1104-4b6e-a718-81a67fefb9ae,https://bucket.justjoin.it/offers/company_logos/thumb/f5672ca6d783843f1631af5ea546b285f2b18198.png?1638185690,true,Azure DevOps,3,Apache Kafka,3,Spring Boot,4
b2b,19500,Senior Android Developer,Centrum,Białystok,PL,"Centrum, Białystok",mobile,remote,Future Mind,https://www.futuremind.com/,100+,senior,53.1328811,23.1555582,2022-01-07T12:00:23.475Z,true,future-mind-senior-android-developer-bialystok,https://bucket.justjoin.it/offers/company_logos/thumb/2535742898f47248d93e8879aa87346ee4d40cf1.jpg?1638444122,true,Kotlin,4,Android,4,,
b2b,17000,Senior QA Engineer,Grabowa,Katowice,PL,"Grabowa, Katowice",testing,remote,AUTO1,https://www.auto1.com/pl/,5000+,senior,50.2748844,19.0278207,2022-01-07T12:00:23.475Z,true,3000-senior-qa-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/495c11dd166c6f420adc70496a2a9ebcc3b2169c.png?1545918785,true,Java,3,REST API,3,Selenium WebDriver,4
permanent,18500,Projektant PCB (Hardware / PCB designer),Zabłocie 43B,Kraków,PL,"Zabłocie 43B, Kraków",other,partly_remote,Semihalf,https://www.semihalf.com/,50,senior,50.0486576,19.9654239,2022-01-07T12:00:23.475Z,false,semihalf-projektant-pcb-hardware-pcb-designer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/cd90d7cb96d593db51a96693bf2aca2fc60d74c1.png?1637843719,false,Layout Design,4,PCB,5,Schematics,5
b2b,18500,JavaScript Developer,Sierakowska 36,Poznań,PL,"Sierakowska 36, Poznań",javascript,remote,BinarApps sp. z o.o.,https://binarapps.com/,100+,senior,52.4064476,16.8805706,2022-01-07T12:00:23.475Z,true,binarapps-sp-z-o-o-javascript-developer-396e6be9-2103-46c0-9a2a-7b6108acb665,https://bucket.justjoin.it/offers/company_logos/thumb/206a2849e51c038541b64900347a532ae9f9e54a.png?1638792392,true,ES6+,4,English,4,React or/and Angular,5
b2b,26950,Fullstack JavaScript- React and Node.js,-,Warszawa,PL,"-, Warszawa",javascript,remote,Clevertech,https://www.clevertech.biz/,350+,senior,52.2296756,21.0122287,2022-01-07T12:00:23.475Z,true,clevertech-fullstack-javascript-react-and-node-js-warszawa,https://bucket.justjoin.it/offers/company_logos/thumb/8646b5b20ec9d2ddc9988a1335e548d8976eea12.png?1637056343,true,Redux,4,Node.js,5,React,5
b2b,9000,Junior Software .NET Developer,Centrum,Cieszyn,PL,"Centrum, Cieszyn",net,partly_remote,XDEFT,http://www.xdeft.pl,18,junior,49.7474205,18.6351316,2022-01-07T12:00:23.475Z,false,xdeft-junior-software-net-developer-cieszyn,https://bucket.justjoin.it/offers/company_logos/thumb/1a54da7c913a666f702a96f8544835ff6a3d8779.jpg?1639483977,false,.Net,2,Git,2,C#,2
b2b,18500,React Native Developer,Sierakowska 36,Poznań,PL,"Sierakowska 36, Poznań",mobile,remote,BinarApps,https://binarapps.com/,100+,senior,52.4064476,16.8805706,2022-01-07T12:00:23.475Z,true,binarapps-react-native-developer-poznan,https://bucket.justjoin.it/offers/company_logos/thumb/1616add20356421137918101ffc9171170de900c.png?1638792329,true,React,4,React Native,4,English,4
permanent,26308.5,Staff Site Reliability Engineer,Mindspace Koszyki,Warszawa,PL,"Mindspace Koszyki, Warszawa",devops,remote,Affirm,https://www.affirm.com/,2000,senior,52.2224379,21.011585,2022-01-07T12:00:23.475Z,true,affirm-staff-site-reliability-engineer,https://bucket.justjoin.it/offers/company_logos/thumb/a86a20e29aa3743e1c6cbfb86e41d8fbee7d9419.jpg?1639481480,true,Docker,4,Amazon AWS,4,Linux,5
b2b,26950,Fullstack JavaScript- React and Node.js,-,Kraków,PL,"-, Kraków",javascript,remote,Clevertech,https://www.clevertech.biz/,350+,senior,50.0646501,19.9449799,2022-01-07T12:00:23.475Z,true,clevertech-fullstack-javascript-react-and-node-js-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/0a3e04e3fbb71b96db68d3c05052e98dedf03d61.png?1637056401,true,Redux,4,Node.js,5,React,5
b2b,16400,UX Specialist,Norwida 1,Gdańsk,PL,"Norwida 1, Gdańsk",ux,remote,Objectivity,http://joinus.objectivity.co.uk/,700+,mid,54.3838996,18.5928221,2022-01-07T12:00:23.475Z,true,objectivity-ux-specialist,https://bucket.justjoin.it/offers/company_logos/thumb/1497a326e919fa90a8a4556492dc2e72fa5cd4cc.jpg?1637080731,true,Polish,4,English,4,Communication Skills,5
b2b,17499,Java Engineer,Jana Pawła II 22,Warszawa,PL,"Jana Pawła II 22, Warszawa",java,partly_remote,Conscensia,http://conscensia.com,180,mid,52.2355943,20.9980939,2022-01-07T12:00:23.475Z,true,conscensia-java-engineer-9b7a522e-7ac8-4455-8909-8b39ff59e55a,https://bucket.justjoin.it/offers/company_logos/thumb/66811cba9edecad70b7041df4dc638e6352e60b3.jpg?1640261085,false,Docker,1,Spring Boot,3,Java,3
b2b,22000,Senior Scala Engineer,Szlak 49,Kraków,PL,"Szlak 49, Kraków",scala,remote,VirtusLab,http://virtuslab.com/,250+,senior,50.071166,19.9396229,2022-01-07T12:00:23.475Z,true,virtuslab-senior-scala-engineer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/437f23a3fdf534db2b26bee877233ca5324ebf98.png?1631795748,true,Functional Programming,3,English,4,Scala,4
b2b,12500,Penetration Tester,Centrum,Szczecin,PL,"Centrum, Szczecin",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,53.4330206,14.5483542,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-szczecin,https://bucket.justjoin.it/offers/company_logos/thumb/22f937388347edb7c09718c7cf7cb612484ae175.png?1640692576,true,Linux,2,ISO/OSI,3,Pentesting,3
b2b,14000,Java Developer,Antoniego Abrahama 37/10,Gdynia,PL,"Antoniego Abrahama 37/10, Gdynia",java,remote,BinarApps,https://binarapps.com/,100+,mid,54.518041,18.540845,2022-01-07T12:00:23.475Z,true,binarapps-java-developer-8a3d0b74-2886-4718-a44e-4f50aab65414,https://bucket.justjoin.it/offers/company_logos/thumb/4c5f8bc255acdc055cfd0826c0cce05c8764ef25.png?1638792265,true,REST API,4,Spring Boot,4,Java,4
b2b,12500,Penetration Tester,Centrum,Katowice,PL,"Centrum, Katowice",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,50.2609669,19.0333935,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-katowice,https://bucket.justjoin.it/offers/company_logos/thumb/68fd25186b5e72e6a466a4afdd4bdbee4dc7391c.png?1640692482,true,Linux,2,ISO/OSI,3,Pentesting,3
b2b,12500,Penetration Tester,Centrum,Wrocław,PL,"Centrum, Wrocław",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,51.1103736,17.0310308,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/ee946a5cba98794e2537f8eea4720566f970b4ab.png?1640692415,true,Linux,2,ISO/OSI,3,Pentesting,3
b2b,14400,Senior Manual Tester,Al. Jerozolimskie 96,Warszawa,PL,"Al. Jerozolimskie 96, Warszawa",testing,remote,BlueSoft,https://bluesoft.com,650+,senior,52.2225651,20.9784998,2022-01-07T12:00:23.475Z,true,bluesoft-senior-manual-tester,https://bucket.justjoin.it/offers/company_logos/thumb/7c853af2c2537f603e798d87d8190690cf25260c.png?1636472120,true,SQL,4,API,4,SOAP,4
permanent,16403,"Sr. Software Engineer, Front End",-,Wrocław,PL,"-, Wrocław",javascript,remote,Affirm,https://www.affirm.com/,1750,senior,51.1078852,17.0385376,2022-01-07T12:00:23.475Z,true,affirm-sr-software-engineer-front-end-d6f2e153-d94c-4982-b935-5a94e6156edc,https://bucket.justjoin.it/offers/company_logos/thumb/cc39317622d330165df7075064220dacf4b66e3b.jpg?1638532754,true,JavaScript,4,TypeScript,4,React,4
b2b,26000,Full Stack Developer,Małopolskie,Kraków,PL,"Małopolskie, Kraków",javascript,remote,Ntiative,https://www.ntiative.com/,50,senior,50.0646501,19.9449799,2022-01-07T12:00:23.475Z,true,ntiative-full-stack-developer-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/87354ac72c550aba680cda3cded4a203be83a866.jpeg?1638432825,true,React,5,Node.js,5,,
b2b,19200,Java Developer (Relocation to Prague),TBD,Prague,CZ,"TBD, Prague",java,office,Sigma IT Poland,https://sigmait.pl/,100+,senior,50.0867016,14.4362877,2022-01-07T12:00:23.475Z,false,sigma-it-poland-sr-java-developer-relocation-to-prague,https://bucket.justjoin.it/offers/company_logos/thumb/3a079322b511013f05bb9bae9c2a1289faf5040f.jpg?1633616587,false,REST,4,Spring,4,AWS,4
b2b,26000,Software Development Manager,ul. Lęborska 3b,Gdańsk,PL,"ul. Lęborska 3b, Gdańsk",javascript,remote,Just Join IT,https://justjoin.it/,130+,senior,54.4046776,18.5762206,2022-01-07T12:00:23.475Z,true,just-join-it-team-leader-software-development-gdansk,https://bucket.justjoin.it/offers/company_logos/thumb/7ad7fe4f2e28ae2e0168dcd318669ef7ad8d4478.png?1631283097,true,Next.js,4,React,4,Team Management,4
permanent,19762,Senior Software Engineer (Capital),-,Wrocław,PL,"-, Wrocław",python,remote,Affirm,https://www.affirm.com/,1750,mid,51.1078852,17.0385376,2022-01-07T12:00:23.475Z,true,affirm-senior-software-engineer-capital-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/597eb32a6da5924b072492500e5f0402d337d90f.jpg?1638533402,true,AWS,1,React,1,Spark,1
b2b,12500,Penetration Tester,Centrum,Gdańsk,PL,"Centrum, Gdańsk",security,remote,STM Cyber,http://www.stmcyber.pl,30+,mid,54.3871819,18.5942542,2022-01-07T12:00:23.475Z,true,stm-cyber-penetration-tester-gdansk,https://bucket.justjoin.it/offers/company_logos/thumb/5390c40874ea9a569206d3377f726ec9f4091f99.png?1640692498,true,Linux,2,ISO/OSI,3,Pentesting,3
mandate_contract,16500,Java developer,Jana Henryka Dąbrowskiego 77A,Poznań,PL,"Jana Henryka Dąbrowskiego 77A, Poznań",java,remote,Toro Performance,https://toro-performance.com/pl/,10,mid,52.4141409,16.9009385,2022-01-07T12:00:23.475Z,true,toro-performance-java-developer-poznan,https://bucket.justjoin.it/offers/company_logos/thumb/b98b8b38b946af26fb448955ceaf65f53ee9a459.png?1638444244,true,Hibernate,1,Spring,1,Java,3
permanent,29053.5,Staff Software Engineer (Trust & Safety),-,Wrocław,PL,"-, Wrocław",javascript,remote,Affirm,https://www.affirm.com/,1750,senior,51.1078852,17.0385376,2022-01-07T12:00:23.475Z,true,affirm-staff-software-engineer-trust-safety-wroclaw,https://bucket.justjoin.it/offers/company_logos/thumb/f95465787b1cc4077821f70c26919bc22e1e9eba.jpg?1638533587,true,Angular,1,Vue,1,React,4
b2b,15500,Senior Python Developer,Centrum,Rzeszów,PL,"Centrum, Rzeszów",python,remote,Future Mind,https://www.futuremind.com/,100,senior,50.0419096,21.9980937,2022-01-07T12:00:23.475Z,true,future-mind-senior-python-developer-rzeszow,https://bucket.justjoin.it/offers/company_logos/thumb/6ffd3021ebd835e467afdba044a182e3eaca6767.png?1638444752,true,Django,4,Python,4,,
permanent,29053.5,Staff Software Engineer (Trust & Safety),-,Kraków,PL,"-, Kraków",javascript,remote,Affirm,https://www.affirm.com/,1750,senior,50.0646501,19.9449799,2022-01-07T12:00:23.475Z,true,affirm-staff-software-engineer-trust-safety-krakow,https://bucket.justjoin.it/offers/company_logos/thumb/225cbc94e967bc154bbb507a82cd826b9d7616bc.jpg?1638533592,true,Angular,1,Vue,1,React,4
permanent,26308.5,Staff Software Engineer (Data),Mindspace Koszyki,Warszawa,PL,"Mindspace Koszyki, Warszawa",data,remote,Affirm,https://www.affirm.com/,2000,senior,52.2224379,21.011585,2022-01-07T12:00:23.475Z,true,affirm-staff-devops-engineer-data,https://bucket.justjoin.it/offers/company_logos/thumb/02a873ce80d6b820fbb35f4d51f9d0ffcd989aa6.jpg?1639482795,true,Apache Kafka,4,Kinesis,4,AWS,4
